filename,TopY,BottomY
/home/dw/robot/image/calib_camera1_laser/142.jpg,60.7426,105.766
/home/dw/robot/image/calib_camera1_laser/143.jpg,59.7388,104.638
/home/dw/robot/image/calib_camera1_laser/144.jpg,58.3981,103.216
/home/dw/robot/image/calib_camera1_laser/145.jpg,57.2911,102.03
/home/dw/robot/image/calib_camera1_laser/146.jpg,56.4893,100.908
/home/dw/robot/image/calib_camera1_laser/147.jpg,55.353,99.5983
/home/dw/robot/image/calib_camera1_laser/148.jpg,54.4022,98.4501
/home/dw/robot/image/calib_camera1_laser/149.jpg,53.3838,97.2423
/home/dw/robot/image/calib_camera1_laser/150.jpg,52.2359,95.9296
/home/dw/robot/image/calib_camera1_laser/151.jpg,51.0712,94.6098
/home/dw/robot/image/calib_camera1_laser/152.jpg,50.0362,93.3869
/home/dw/robot/image/calib_camera1_laser/153.jpg,49.1761,92.3914
/home/dw/robot/image/calib_camera1_laser/154.jpg,48.1328,91.1796
/home/dw/robot/image/calib_camera1_laser/40.jpg,374.582,452.787
/home/dw/robot/image/calib_camera1_laser/41.jpg,365.873,443.715
/home/dw/robot/image/calib_camera1_laser/42.jpg,357.91,435.438
/home/dw/robot/image/calib_camera1_laser/43.jpg,349.496,426.874
/home/dw/robot/image/calib_camera1_laser/44.jpg,342.957,420.317
/home/dw/robot/image/calib_camera1_laser/45.jpg,336.256,413.195
/home/dw/robot/image/calib_camera1_laser/46.jpg,329.66,406.157
/home/dw/robot/image/calib_camera1_laser/47.jpg,322.042,398.043
/home/dw/robot/image/calib_camera1_laser/48.jpg,315.703,391.395
/home/dw/robot/image/calib_camera1_laser/49.jpg,309.636,384.809
/home/dw/robot/image/calib_camera1_laser/50.jpg,303.467,378.653
/home/dw/robot/image/calib_camera1_laser/51.jpg,296.997,371.489
/home/dw/robot/image/calib_camera1_laser/52.jpg,290.894,365.012
/home/dw/robot/image/calib_camera1_laser/53.jpg,285.536,359.039
/home/dw/robot/image/calib_camera1_laser/54.jpg,280.227,353.485
/home/dw/robot/image/calib_camera1_laser/55.jpg,274.875,348.089
/home/dw/robot/image/calib_camera1_laser/56.jpg,269.718,342.175
/home/dw/robot/image/calib_camera1_laser/57.jpg,264.81,336.849
/home/dw/robot/image/calib_camera1_laser/58.jpg,259.552,331.082
/home/dw/robot/image/calib_camera1_laser/59.jpg,254.993,325.9
/home/dw/robot/image/calib_camera1_laser/60.jpg,249.929,320.757
/home/dw/robot/image/calib_camera1_laser/61.jpg,245.356,315.328
/home/dw/robot/image/calib_camera1_laser/62.jpg,240.837,310.491
/home/dw/robot/image/calib_camera1_laser/63.jpg,236.432,306.059
/home/dw/robot/image/calib_camera1_laser/64.jpg,232.133,300.52
/home/dw/robot/image/calib_camera1_laser/65.jpg,227.845,296.248
/home/dw/robot/image/calib_camera1_laser/66.jpg,223.794,291.693
/home/dw/robot/image/calib_camera1_laser/67.jpg,220.062,287.73
/home/dw/robot/image/calib_camera1_laser/68.jpg,215.489,282.411
/home/dw/robot/image/calib_camera1_laser/69.jpg,211.782,278.318
/home/dw/robot/image/calib_camera1_laser/70.jpg,208.23,274.14
/home/dw/robot/image/calib_camera1_laser/71.jpg,204.619,270.105
/home/dw/robot/image/calib_camera1_laser/72.jpg,200.991,266.191
/home/dw/robot/image/calib_camera1_laser/73.jpg,197.696,262.13
/home/dw/robot/image/calib_camera1_laser/74.jpg,194.013,257.964
/home/dw/robot/image/calib_camera1_laser/75.jpg,190.806,254.284
/home/dw/robot/image/calib_camera1_laser/76.jpg,187.276,250.4
/home/dw/robot/image/calib_camera1_laser/77.jpg,184.201,246.567
/home/dw/robot/image/calib_camera1_laser/78.jpg,180.949,243.36
/home/dw/robot/image/calib_camera1_laser/79.jpg,177.444,239.398
/home/dw/robot/image/calib_camera1_laser/80.jpg,174.868,236.295
/home/dw/robot/image/calib_camera1_laser/81.jpg,171.72,232.726
/home/dw/robot/image/calib_camera1_laser/82.jpg,168.937,229.36
/home/dw/robot/image/calib_camera1_laser/83.jpg,166.059,225.92
/home/dw/robot/image/calib_camera1_laser/84.jpg,163.088,222.839
/home/dw/robot/image/calib_camera1_laser/85.jpg,160.365,219.399
/home/dw/robot/image/calib_camera1_laser/86.jpg,157.501,216.572
/home/dw/robot/image/calib_camera1_laser/87.jpg,155.186,213.808
/home/dw/robot/image/calib_camera1_laser/88.jpg,152.478,210.971
/home/dw/robot/image/calib_camera1_laser/89.jpg,149.777,207.551
/home/dw/robot/image/calib_camera1_laser/90.jpg,147.386,205.134
/home/dw/robot/image/calib_camera1_laser/91.jpg,144.891,201.948
/home/dw/robot/image/calib_camera1_laser/92.jpg,142.592,199.381
/home/dw/robot/image/calib_camera1_laser/93.jpg,140.21,196.798
/home/dw/robot/image/calib_camera1_laser/94.jpg,137.989,194.099
/home/dw/robot/image/calib_camera1_laser/95.jpg,135.638,191.446
/home/dw/robot/image/calib_camera1_laser/96.jpg,133.511,188.971
/home/dw/robot/image/calib_camera1_laser/97.jpg,131.155,186.332
/home/dw/robot/image/calib_camera1_laser/98.jpg,128.972,184.071
/home/dw/robot/image/calib_camera1_laser/99.jpg,126.942,181.598
